Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
CA-2025-10255,2025-07-12,2025-07-17,First Class,CUST-244,Andre Arnold,Home Office,United States,East Allisonview,South Dakota,East,Office Supplies,Art,Art - Model Everything,589.41,7,0.5,117.71
CA-2025-10256,2024-07-08,2024-07-10,Same Day,CUST-205,Justin Sanchez,Corporate,United States,Dorothyport,Connecticut,West,Office Supplies,Binders,Binders - Model Fire,85.57,3,0.2,33.4
CA-2025-10257,2024-01-24,2024-01-29,First Class,CUST-257,Brooke Taylor,Corporate,United States,Riveraport,Michigan,West,Office Supplies,Paper,Paper - Model Back,161.84,4,0.5,20.73
CA-2025-10258,2024-02-29,2024-03-04,First Class,CUST-163,Mr. Christopher Jordan MD,Consumer,United States,Zunigaville,Kansas,East,Office Supplies,Paper,Paper - Model Everything,1140.12,7,0.3,130.04
CA-2025-10259,2023-10-29,2023-11-03,Same Day,CUST-243,Christine Harvey,Corporate,United States,Torresfurt,New York,South,Electronics,Audio,Audio - Model Result,579.51,4,0.0,92.36
CA-2025-10260,2025-01-24,2025-01-25,Second Class,CUST-111,Kristen Wilson,Home Office,United States,Debbieview,Michigan,West,Electronics,Laptops,Laptops - Model Realize,312.75,8,0.5,62.04
CA-2025-10261,2024-07-02,2024-07-07,Second Class,CUST-134,Christopher Gibson,Corporate,United States,Port Joshuafort,New York,South,Office Supplies,Binders,Binders - Model Health,487.72,1,0.3,162.81
CA-2025-10262,2024-01-20,2024-01-23,Standard Class,CUST-133,Glenda Klein,Consumer,United States,New Anthony,Missouri,Central,Furniture,Furnishings,Furnishings - Model Impact,272.58,9,0.1,59.61
CA-2025-10263,2023-07-25,2023-07-29,Same Day,CUST-282,Samantha Duncan,Consumer,United States,Lake Ashley,Mississippi,West,Furniture,Chairs,Chairs - Model Scene,1080.79,6,0.2,258.18
CA-2025-10264,2024-08-30,2024-08-31,First Class,CUST-190,Darrell Martin,Home Office,United States,Cassidyville,Iowa,East,Furniture,Furnishings,Furnishings - Model Fast,1446.97,2,0.5,211.22
CA-2025-10265,2024-04-11,2024-04-15,First Class,CUST-226,Fernando Foster,Home Office,United States,New James,Wyoming,East,Electronics,Smartphones,Smartphones - Model Authority,323.26,9,0.5,61.93
CA-2025-10266,2023-08-31,2023-09-01,Same Day,CUST-151,Terry Clark,Consumer,United States,New Stevebury,Georgia,Central,Office Supplies,Art,Art - Model Environmental,525.47,4,0.3,156.0
CA-2025-10267,2025-07-19,2025-07-23,First Class,CUST-290,Daniel Alvarez,Home Office,United States,West David,Colorado,East,Office Supplies,Storage,Storage - Model Data,506.72,8,0.2,147.08
CA-2025-10268,2025-10-15,2025-10-17,Standard Class,CUST-108,Austin Cervantes,Home Office,United States,New Krystalmouth,New Mexico,Central,Electronics,Audio,Audio - Model Pick,309.85,7,0.0,126.12
CA-2025-10269,2023-07-20,2023-07-25,Same Day,CUST-180,Susan Powers,Corporate,United States,New Lisa,South Carolina,West,Office Supplies,Art,Art - Model Everything,145.15,1,0.0,53.35
CA-2025-10270,2023-06-26,2023-07-01,First Class,CUST-203,Teresa Rodriguez,Consumer,United States,Laurashire,Ohio,East,Electronics,Audio,Audio - Model Peace,1213.82,5,0.3,388.2
CA-2025-10271,2025-05-27,2025-05-30,First Class,CUST-219,Lee Anderson,Consumer,United States,Stephensview,Indiana,West,Electronics,Smartphones,Smartphones - Model Song,856.29,7,0.2,252.57
CA-2025-10272,2025-12-24,2025-12-27,Same Day,CUST-287,Michael Brandt,Corporate,United States,West Jonathan,Florida,Central,Office Supplies,Storage,Storage - Model Eight,897.88,8,0.5,199.62
CA-2025-10273,2023-08-08,2023-08-12,First Class,CUST-255,Daniel Pruitt,Home Office,United States,Moranberg,Ohio,South,Furniture,Chairs,Chairs - Model Society,141.86,5,0.5,14.59
CA-2025-10274,2023-08-09,2023-08-10,Same Day,CUST-222,Courtney Zimmerman,Consumer,United States,Grantton,New Hampshire,West,Electronics,Audio,Audio - Model Thank,474.45,7,0.3,138.3
CA-2025-10275,2023-02-13,2023-02-15,Standard Class,CUST-173,Jeremy Mora Jr.,Consumer,United States,Connieport,Oklahoma,West,Electronics,Smartphones,Smartphones - Model From,1035.71,7,0.5,89.81
CA-2025-10276,2025-01-03,2025-01-07,Standard Class,CUST-108,Jane Glass,Corporate,United States,Christyberg,Arkansas,West,Furniture,Tables,Tables - Model Drive,255.77,4,0.0,72.59
CA-2025-10277,2025-01-17,2025-01-18,First Class,CUST-119,Betty Todd,Home Office,United States,Robertfurt,Minnesota,East,Office Supplies,Art,Art - Model Herself,785.88,10,0.1,140.07
CA-2025-10278,2025-05-16,2025-05-19,Standard Class,CUST-139,Tanya Cummings,Corporate,United States,East Anthonyberg,New York,West,Office Supplies,Art,Art - Model Kid,774.85,4,0.2,246.22
CA-2025-10279,2024-10-24,2024-10-27,Same Day,CUST-130,Paul Harper,Home Office,United States,West Amberbury,Delaware,West,Office Supplies,Art,Art - Model Difficult,248.82,5,0.0,73.16
CA-2025-10280,2025-12-21,2025-12-25,Standard Class,CUST-104,Ian Walker,Home Office,United States,Barrerachester,Vermont,South,Electronics,Accessories,Accessories - Model Factor,115.17,1,0.5,12.99
CA-2025-10281,2024-12-01,2024-12-02,Same Day,CUST-200,Mrs. Megan Fritz,Corporate,United States,Coxmouth,Minnesota,West,Furniture,Furnishings,Furnishings - Model Within,493.31,2,0.5,77.28
CA-2025-10282,2023-07-05,2023-07-10,First Class,CUST-271,Alexandra Patel,Consumer,United States,East Abigailstad,New Hampshire,West,Electronics,Audio,Audio - Model Similar,272.22,5,0.5,50.7
CA-2025-10283,2023-01-03,2023-01-06,Second Class,CUST-107,Antonio Gates,Home Office,United States,Sandrabury,Nebraska,West,Electronics,Accessories,Accessories - Model Reveal,1180.4,7,0.2,178.73
CA-2025-10284,2024-07-15,2024-07-20,Second Class,CUST-133,Brittany Sanchez,Consumer,United States,North Carrie,Alabama,East,Office Supplies,Binders,Binders - Model Tough,484.87,3,0.2,179.83
CA-2025-10285,2024-08-28,2024-09-01,First Class,CUST-174,Maurice Knox,Home Office,United States,Michellehaven,New Mexico,Central,Furniture,Furnishings,Furnishings - Model Difference,313.31,10,0.3,47.54
CA-2025-10286,2025-04-30,2025-05-01,Standard Class,CUST-248,Deanna Steele,Corporate,United States,East Darrellside,Maryland,South,Office Supplies,Storage,Storage - Model Alone,221.4,3,0.5,34.0
CA-2025-10287,2025-01-02,2025-01-07,Same Day,CUST-172,Nicole Strong,Consumer,United States,South Autumn,North Dakota,Central,Electronics,Smartphones,Smartphones - Model Sing,1124.22,6,0.5,247.9
CA-2025-10288,2025-08-14,2025-08-17,First Class,CUST-168,Ryan Zamora,Corporate,United States,Timothyshire,North Dakota,West,Furniture,Tables,Tables - Model Moment,301.16,4,0.2,90.45
CA-2025-10289,2024-10-11,2024-10-12,First Class,CUST-140,Christopher Rodriguez,Home Office,United States,Ramirezborough,South Carolina,West,Office Supplies,Binders,Binders - Model Cost,333.05,4,0.1,142.23
CA-2025-10290,2025-03-01,2025-03-02,Standard Class,CUST-238,Janet Cox,Corporate,United States,Zhangberg,Alaska,East,Office Supplies,Art,Art - Model Day,750.5,5,0.3,226.12
CA-2025-10291,2025-04-03,2025-04-04,Same Day,CUST-218,Michele Gonzales,Corporate,United States,Georgeshire,Texas,Central,Office Supplies,Art,Art - Model Suddenly,987.63,5,0.2,173.4
CA-2025-10292,2024-11-21,2024-11-25,Second Class,CUST-245,Mrs. Stacie Barnes,Consumer,United States,Kimberlyshire,Alaska,West,Electronics,Accessories,Accessories - Model Hear,868.48,7,0.3,116.48
CA-2025-10293,2023-08-31,2023-09-01,First Class,CUST-239,Stephen Flores,Corporate,United States,East Suzannemouth,Georgia,Central,Office Supplies,Paper,Paper - Model Teacher,1292.51,1,0.0,360.38
CA-2025-10294,2023-02-21,2023-02-22,First Class,CUST-245,Kurt Estrada,Home Office,United States,Lake Angelicafort,Oregon,East,Electronics,Smartphones,Smartphones - Model Behavior,1178.23,7,0.1,510.72
CA-2025-10295,2025-01-30,2025-02-03,Second Class,CUST-132,David Newman,Home Office,United States,Martinburgh,Florida,South,Furniture,Chairs,Chairs - Model Race,589.01,4,0.3,143.56
CA-2025-10296,2024-11-01,2024-11-05,First Class,CUST-162,Brittany Kirby,Corporate,United States,Markstad,Ohio,Central,Furniture,Furnishings,Furnishings - Model Management,742.41,3,0.3,131.77
CA-2025-10297,2025-03-26,2025-03-28,Standard Class,CUST-260,Steven King,Home Office,United States,West Susan,Massachusetts,South,Electronics,Smartphones,Smartphones - Model Policy,1440.3,7,0.3,258.91
CA-2025-10298,2024-09-17,2024-09-21,First Class,CUST-171,Stephen Evans,Home Office,United States,Mortonbury,Michigan,Central,Office Supplies,Binders,Binders - Model Dinner,601.07,3,0.1,133.67
CA-2025-10299,2024-11-06,2024-11-07,Same Day,CUST-109,Samuel Long,Consumer,United States,Samuelport,South Dakota,West,Furniture,Chairs,Chairs - Model Together,731.51,6,0.5,138.05
CA-2025-10300,2024-01-23,2024-01-24,Second Class,CUST-231,Melissa Jones,Consumer,United States,South Tonyatown,Idaho,East,Office Supplies,Storage,Storage - Model Issue,1010.74,1,0.2,345.59
CA-2025-10301,2025-05-24,2025-05-29,Same Day,CUST-169,Rebecca Martin,Corporate,United States,Lake Kimberlyfurt,Connecticut,East,Office Supplies,Art,Art - Model Number,606.27,4,0.0,281.57
CA-2025-10302,2024-12-29,2025-01-03,Standard Class,CUST-171,Dana Burns,Corporate,United States,Hodgesland,Texas,Central,Furniture,Bookcases,Bookcases - Model Help,604.65,3,0.3,76.85
CA-2025-10303,2025-10-16,2025-10-19,Standard Class,CUST-117,Bailey Bell,Home Office,United States,Isaacberg,Nebraska,South,Furniture,Tables,Tables - Model Down,499.07,7,0.3,71.96
CA-2025-10304,2023-04-22,2023-04-24,Second Class,CUST-192,Colin Sullivan,Consumer,United States,West Charlesstad,Alabama,South,Electronics,Audio,Audio - Model Other,797.49,6,0.3,233.16
CA-2025-10305,2025-12-02,2025-12-04,Same Day,CUST-269,Steven Trujillo,Corporate,United States,Maryside,Iowa,Central,Office Supplies,Binders,Binders - Model Resource,978.1,8,0.1,401.1
CA-2025-10306,2024-07-01,2024-07-06,Standard Class,CUST-288,Geoffrey Johnson,Consumer,United States,Murphystad,Indiana,East,Furniture,Bookcases,Bookcases - Model Many,656.67,10,0.2,108.33
CA-2025-10307,2023-07-14,2023-07-19,Same Day,CUST-192,Kimberly Wood,Corporate,United States,New Deborahberg,Alabama,East,Electronics,Smartphones,Smartphones - Model Kid,902.95,3,0.0,443.47
CA-2025-10308,2023-11-11,2023-11-16,Same Day,CUST-152,Sarah Banks,Corporate,United States,Warrenfurt,Kansas,South,Office Supplies,Storage,Storage - Model Threat,1346.24,7,0.5,243.61
CA-2025-10309,2024-05-30,2024-06-03,Second Class,CUST-280,Tara Juarez,Consumer,United States,West Brianberg,Ohio,East,Electronics,Laptops,Laptops - Model Seven,77.75,1,0.5,10.05
CA-2025-10310,2025-06-26,2025-07-01,Second Class,CUST-198,Jordan Wright,Corporate,United States,Port Caitlin,Colorado,East,Electronics,Audio,Audio - Model Parent,704.56,7,0.0,136.13
CA-2025-10311,2025-04-24,2025-04-27,Same Day,CUST-250,Michael Burke,Corporate,United States,Stephanieview,Oklahoma,South,Electronics,Smartphones,Smartphones - Model Very,759.26,7,0.2,137.22
CA-2025-10312,2025-03-07,2025-03-09,Standard Class,CUST-271,Gary Harmon,Home Office,United States,Christopherchester,Maine,South,Furniture,Furnishings,Furnishings - Model Education,838.14,2,0.3,219.9
CA-2025-10313,2024-07-13,2024-07-16,Same Day,CUST-275,Tyler Barron,Corporate,United States,Lake Marktown,Colorado,South,Furniture,Furnishings,Furnishings - Model Material,1372.08,8,0.2,469.96
CA-2025-10314,2023-11-30,2023-12-04,First Class,CUST-206,Cathy Duke,Home Office,United States,East Ginaside,Virginia,South,Office Supplies,Binders,Binders - Model Story,1307.24,5,0.1,352.83
CA-2025-10315,2024-12-04,2024-12-09,Second Class,CUST-180,Christine Collins,Corporate,United States,Debraberg,Arkansas,East,Furniture,Furnishings,Furnishings - Model You,1339.37,1,0.2,517.24
CA-2025-10316,2024-05-09,2024-05-14,Same Day,CUST-213,Christine Hart,Consumer,United States,West Rachael,California,East,Furniture,Furnishings,Furnishings - Model Democrat,1107.35,8,0.2,258.34
CA-2025-10317,2025-12-26,2025-12-29,Standard Class,CUST-196,Kyle Hunt,Home Office,United States,Jameshaven,Kentucky,South,Electronics,Laptops,Laptops - Model Yeah,1156.7,7,0.5,264.28
CA-2025-10318,2023-07-24,2023-07-27,Standard Class,CUST-254,Vincent Ford,Corporate,United States,Veronicaland,Florida,Central,Electronics,Accessories,Accessories - Model Offer,438.13,1,0.2,88.54
CA-2025-10319,2023-10-26,2023-10-27,First Class,CUST-110,Chad Forbes,Consumer,United States,Weaverview,Nebraska,West,Office Supplies,Storage,Storage - Model Life,267.71,9,0.2,95.68
CA-2025-10320,2023-06-13,2023-06-18,Second Class,CUST-206,Emily Ford,Consumer,United States,Lake Roberthaven,Kansas,West,Electronics,Laptops,Laptops - Model College,857.22,4,0.5,112.63
CA-2025-10321,2023-02-25,2023-02-26,Same Day,CUST-128,Kelsey Holland,Corporate,United States,Jacksonborough,Iowa,West,Office Supplies,Paper,Paper - Model Development,723.2,9,0.0,148.19
CA-2025-10322,2025-12-29,2026-01-01,Same Day,CUST-102,Thomas Gardner,Home Office,United States,East Mollystad,Utah,West,Electronics,Smartphones,Smartphones - Model Full,1256.59,10,0.3,203.2
CA-2025-10323,2023-06-07,2023-06-08,Standard Class,CUST-187,Mark Tucker,Consumer,United States,North Michael,Connecticut,West,Furniture,Chairs,Chairs - Model Choose,696.36,1,0.1,283.5
CA-2025-10324,2025-02-04,2025-02-07,First Class,CUST-238,Sarah Harrison,Home Office,United States,New Priscilla,Kansas,East,Electronics,Audio,Audio - Model Teach,263.3,6,0.5,35.06
CA-2025-10325,2025-05-12,2025-05-17,Second Class,CUST-100,Matthew Fisher,Home Office,United States,Sotoland,Maine,East,Office Supplies,Paper,Paper - Model Gas,943.46,8,0.1,128.21
CA-2025-10326,2024-09-16,2024-09-20,Same Day,CUST-113,Jeremy Simpson,Consumer,United States,Collinsburgh,Illinois,East,Electronics,Accessories,Accessories - Model Ten,1378.12,1,0.2,280.62
CA-2025-10327,2023-03-22,2023-03-27,Same Day,CUST-137,Bobby Combs,Home Office,United States,Brownhaven,New Jersey,South,Electronics,Accessories,Accessories - Model Mean,797.49,3,0.0,193.96
CA-2025-10328,2024-02-18,2024-02-19,Second Class,CUST-111,Nicholas White,Consumer,United States,West Johnside,Nevada,Central,Electronics,Smartphones,Smartphones - Model Investment,1478.19,2,0.3,271.0
CA-2025-10329,2024-05-05,2024-05-09,Same Day,CUST-136,Brandi Jennings,Consumer,United States,Reidberg,Indiana,South,Office Supplies,Storage,Storage - Model Good,955.24,1,0.2,375.06
CA-2025-10330,2025-09-09,2025-09-14,Same Day,CUST-105,Shannon Callahan,Consumer,United States,Johnberg,South Dakota,East,Office Supplies,Storage,Storage - Model Me,65.39,7,0.1,25.25
CA-2025-10331,2024-08-11,2024-08-14,First Class,CUST-128,Nathan Green,Corporate,United States,Port Josephburgh,West Virginia,Central,Furniture,Furnishings,Furnishings - Model Word,53.04,9,0.2,20.42
CA-2025-10332,2024-12-09,2024-12-12,Standard Class,CUST-202,Dwayne Thomas,Home Office,United States,West Adamburgh,Wyoming,East,Furniture,Chairs,Chairs - Model Specific,289.7,4,0.5,54.14
CA-2025-10333,2024-04-15,2024-04-19,Second Class,CUST-248,Rebekah Gutierrez,Corporate,United States,West Michaelfort,Michigan,East,Furniture,Tables,Tables - Model Represent,473.57,5,0.1,141.72
CA-2025-10334,2025-01-16,2025-01-19,Standard Class,CUST-226,Diana Salazar,Corporate,United States,Glenton,Texas,Central,Electronics,Audio,Audio - Model Company,1058.07,9,0.3,340.79
CA-2025-10335,2025-08-27,2025-09-01,Standard Class,CUST-158,Stephen Wilson,Corporate,United States,Kirbyport,Missouri,South,Electronics,Smartphones,Smartphones - Model Would,282.59,6,0.1,97.3
CA-2025-10336,2024-01-02,2024-01-07,Standard Class,CUST-250,Matthew Frost,Home Office,United States,West Kelseyberg,Delaware,Central,Furniture,Tables,Tables - Model Table,454.59,7,0.5,52.27
CA-2025-10337,2024-08-08,2024-08-10,Same Day,CUST-209,Angela Lopez,Corporate,United States,Jessicaside,North Carolina,West,Furniture,Tables,Tables - Model Stand,475.09,10,0.1,199.59
CA-2025-10338,2023-08-08,2023-08-09,Same Day,CUST-119,Katherine Perez,Home Office,United States,Wilsonmouth,West Virginia,West,Furniture,Furnishings,Furnishings - Model Civil,981.97,3,0.5,149.99
CA-2025-10339,2025-01-27,2025-01-30,Standard Class,CUST-282,Deborah Daniels,Home Office,United States,South Shane,Idaho,East,Office Supplies,Paper,Paper - Model Seven,104.65,3,0.5,13.37
CA-2025-10340,2025-07-15,2025-07-17,First Class,CUST-204,Anthony Reyes,Consumer,United States,South Terri,Louisiana,West,Electronics,Accessories,Accessories - Model Culture,322.47,4,0.0,114.68
CA-2025-10341,2025-01-10,2025-01-12,Same Day,CUST-102,Jessica Hernandez,Home Office,United States,Reneestad,Idaho,South,Electronics,Audio,Audio - Model See,1455.45,10,0.1,552.84
CA-2025-10342,2024-01-31,2024-02-02,Same Day,CUST-155,Lauren Alexander,Home Office,United States,Masonmouth,New Mexico,East,Furniture,Furnishings,Furnishings - Model Argue,791.28,8,0.1,147.68
CA-2025-10343,2025-07-08,2025-07-10,Second Class,CUST-219,Matthew Martinez,Consumer,United States,Lake Kenneth,Maine,East,Electronics,Laptops,Laptops - Model Industry,518.3,6,0.1,97.28
CA-2025-10344,2023-06-03,2023-06-06,First Class,CUST-252,Tim Coffey,Corporate,United States,West Keithberg,Ohio,West,Office Supplies,Storage,Storage - Model Second,850.27,2,0.5,200.11
CA-2025-10345,2023-07-14,2023-07-16,Standard Class,CUST-182,Thomas Williams,Consumer,United States,Lake Jeremyfurt,Maine,East,Office Supplies,Art,Art - Model Purpose,978.57,8,0.1,224.59
CA-2025-10346,2025-04-28,2025-04-29,Second Class,CUST-112,Carrie Clark,Corporate,United States,South Mark,Delaware,Central,Electronics,Smartphones,Smartphones - Model Town,282.0,3,0.3,88.76
CA-2025-10347,2024-12-16,2024-12-18,Same Day,CUST-153,Michelle Burke,Consumer,United States,Schwartztown,Minnesota,West,Furniture,Tables,Tables - Model Use,738.33,2,0.1,196.43
CA-2025-10348,2025-08-04,2025-08-09,Same Day,CUST-192,Amanda Sanchez,Home Office,United States,New Ginastad,Massachusetts,Central,Electronics,Accessories,Accessories - Model Charge,633.43,9,0.0,184.04
CA-2025-10349,2025-05-29,2025-06-01,Same Day,CUST-199,Kimberly Carter,Home Office,United States,Lake Austinmouth,Maine,West,Electronics,Smartphones,Smartphones - Model Need,421.74,1,0.5,83.86
CA-2025-10350,2024-08-05,2024-08-09,Standard Class,CUST-229,Jake Gray,Home Office,United States,Lake Alexandria,Maryland,South,Electronics,Accessories,Accessories - Model Sort,956.25,10,0.1,281.26
CA-2025-10351,2024-01-23,2024-01-24,Standard Class,CUST-292,Gerald Payne,Corporate,United States,Harrisstad,California,South,Electronics,Audio,Audio - Model Power,275.12,7,0.3,50.74
CA-2025-10352,2023-06-12,2023-06-15,First Class,CUST-280,Morgan Rowland,Corporate,United States,Montoyaberg,Michigan,South,Office Supplies,Paper,Paper - Model Author,282.17,8,0.5,47.77
CA-2025-10353,2023-04-28,2023-04-30,First Class,CUST-258,Erika Hale,Consumer,United States,South Gabriela,Wisconsin,Central,Office Supplies,Binders,Binders - Model Difference,212.38,9,0.2,40.96
CA-2025-10354,2024-11-29,2024-12-02,First Class,CUST-236,Nathan Arroyo,Home Office,United States,Davidberg,Nevada,Central,Office Supplies,Art,Art - Model Note,1432.11,3,0.0,670.24
CA-2025-10355,2024-05-05,2024-05-06,Second Class,CUST-256,Rachael Ruiz,Corporate,United States,North Lisa,Kansas,East,Furniture,Tables,Tables - Model Operation,1381.66,9,0.2,404.43
CA-2025-10356,2024-01-06,2024-01-08,Second Class,CUST-121,Stephanie Arellano,Corporate,United States,East Brittanybury,New Jersey,South,Electronics,Audio,Audio - Model Memory,1437.97,3,0.3,408.27
CA-2025-10357,2024-02-18,2024-02-21,Second Class,CUST-291,Daniel Winters Jr.,Consumer,United States,Lozanoview,Minnesota,South,Office Supplies,Storage,Storage - Model Deep,896.33,10,0.5,113.0
CA-2025-10358,2024-10-08,2024-10-12,Same Day,CUST-136,Mason Dyer,Home Office,United States,Lake Andrew,Oregon,East,Office Supplies,Paper,Paper - Model Method,1241.72,3,0.0,568.8
CA-2025-10359,2025-03-28,2025-03-29,Same Day,CUST-178,Tim Whitaker,Consumer,United States,New Jeffreyburgh,Maryland,Central,Furniture,Chairs,Chairs - Model Region,500.4,3,0.5,116.25
CA-2025-10360,2025-11-18,2025-11-19,First Class,CUST-266,Patrick Potter,Consumer,United States,Gibsonborough,Tennessee,Central,Office Supplies,Art,Art - Model Soon,1005.21,3,0.0,215.38
CA-2025-10361,2025-05-18,2025-05-23,First Class,CUST-266,Jennifer Villarreal,Corporate,United States,Adamland,Connecticut,South,Furniture,Tables,Tables - Model Decade,678.14,6,0.5,70.02
CA-2025-10362,2025-04-11,2025-04-16,Standard Class,CUST-270,Kristen Fowler,Consumer,United States,East Timothy,Maryland,East,Electronics,Accessories,Accessories - Model Small,547.32,5,0.5,54.05
CA-2025-10363,2024-08-31,2024-09-02,Standard Class,CUST-296,Jennifer Herman,Home Office,United States,Scottshire,Oregon,West,Office Supplies,Paper,Paper - Model Unit,219.3,8,0.2,36.85
CA-2025-10364,2024-01-14,2024-01-19,Same Day,CUST-121,John Lucas,Home Office,United States,Leeville,North Carolina,East,Office Supplies,Art,Art - Model Store,539.74,9,0.3,146.54
CA-2025-10365,2025-07-11,2025-07-14,Second Class,CUST-174,Brian Klein,Home Office,United States,Josephton,Tennessee,South,Office Supplies,Binders,Binders - Model Computer,111.05,5,0.3,24.44
CA-2025-10366,2025-01-25,2025-01-30,Second Class,CUST-155,Ashley Lynch,Corporate,United States,New Elizabethview,New Jersey,East,Furniture,Furnishings,Furnishings - Model Pm,1069.43,5,0.1,168.7
CA-2025-10367,2025-02-12,2025-02-13,Same Day,CUST-173,Scott Figueroa,Corporate,United States,Mitchellhaven,Oregon,Central,Office Supplies,Storage,Storage - Model Audience,509.44,3,0.0,154.74
CA-2025-10368,2024-02-04,2024-02-05,Standard Class,CUST-151,Rick Watson,Corporate,United States,New Jermaine,West Virginia,Central,Furniture,Chairs,Chairs - Model Sell,148.63,1,0.1,23.53
CA-2025-10369,2024-01-22,2024-01-24,Same Day,CUST-283,Daniel Peterson,Home Office,United States,Mirandastad,Indiana,South,Furniture,Tables,Tables - Model Form,981.25,5,0.2,209.01
CA-2025-10370,2023-02-22,2023-02-27,First Class,CUST-254,Christopher Pitts,Home Office,United States,Markmouth,Montana,East,Electronics,Smartphones,Smartphones - Model Enjoy,1094.06,3,0.5,111.6
CA-2025-10371,2024-01-01,2024-01-04,Standard Class,CUST-283,Amanda Thomas,Corporate,United States,Port Tony,Georgia,East,Furniture,Bookcases,Bookcases - Model Paper,975.66,9,0.2,220.41
CA-2025-10372,2025-09-03,2025-09-07,Second Class,CUST-179,Mr. Jordan Stone,Home Office,United States,Port Janet,Wyoming,West,Furniture,Bookcases,Bookcases - Model Lot,812.32,3,0.0,221.98
CA-2025-10373,2025-11-29,2025-12-03,First Class,CUST-196,Jose Armstrong,Corporate,United States,Patelborough,Connecticut,Central,Office Supplies,Art,Art - Model Admit,172.98,4,0.5,23.03
CA-2025-10374,2023-03-16,2023-03-20,First Class,CUST-161,Kirk Johnston,Home Office,United States,South Allison,California,East,Electronics,Accessories,Accessories - Model Suffer,310.42,3,0.3,100.97
CA-2025-10375,2025-08-02,2025-08-07,First Class,CUST-188,Angela Moore,Consumer,United States,Raymondstad,Kansas,Central,Furniture,Chairs,Chairs - Model Your,898.16,6,0.3,171.44
CA-2025-10376,2024-01-14,2024-01-18,Standard Class,CUST-182,Rebecca Wu,Home Office,United States,Briantown,California,West,Furniture,Tables,Tables - Model Major,1101.08,1,0.0,501.25
CA-2025-10377,2024-08-14,2024-08-15,Second Class,CUST-227,Douglas Roy,Corporate,United States,West Nicholas,Nevada,Central,Electronics,Accessories,Accessories - Model Hand,1469.25,6,0.1,233.13
CA-2025-10378,2024-10-28,2024-10-31,Same Day,CUST-213,Michelle Steele,Corporate,United States,Jenniferton,Alaska,Central,Electronics,Smartphones,Smartphones - Model Make,551.95,7,0.1,91.19
CA-2025-10379,2025-07-28,2025-07-31,Standard Class,CUST-250,Dr. Jennifer Waters,Corporate,United States,Gonzalesport,New York,East,Electronics,Audio,Audio - Model Son,1318.35,8,0.1,504.9
CA-2025-10380,2024-08-12,2024-08-17,Same Day,CUST-189,Allison Nelson,Corporate,United States,Reedstad,North Dakota,East,Office Supplies,Storage,Storage - Model Loss,1115.82,7,0.5,273.11
CA-2025-10381,2024-09-13,2024-09-17,Second Class,CUST-163,Tyler Gray,Consumer,United States,Richardsonville,Alaska,Central,Electronics,Smartphones,Smartphones - Model Do,236.62,4,0.0,67.07
CA-2025-10382,2025-11-16,2025-11-19,Standard Class,CUST-288,Kathryn Sullivan,Corporate,United States,South Matthew,California,Central,Furniture,Furnishings,Furnishings - Model Yet,1065.33,9,0.5,199.32
CA-2025-10383,2023-07-18,2023-07-23,Standard Class,CUST-193,Derek Berry,Home Office,United States,West Pamela,Ohio,East,Electronics,Smartphones,Smartphones - Model Change,1016.6,10,0.3,234.02
CA-2025-10384,2024-01-30,2024-02-03,Standard Class,CUST-139,Lisa Rodriguez,Consumer,United States,Charlenetown,Indiana,South,Office Supplies,Binders,Binders - Model Respond,1141.18,4,0.1,362.02
CA-2025-10385,2025-05-20,2025-05-25,Same Day,CUST-192,Lawrence Maxwell,Consumer,United States,North Shawn,Wisconsin,South,Office Supplies,Art,Art - Model Not,1081.29,9,0.3,312.7
CA-2025-10386,2024-10-08,2024-10-11,Standard Class,CUST-238,Nathaniel Carter,Corporate,United States,Johnsonfurt,Missouri,West,Furniture,Furnishings,Furnishings - Model Either,938.86,9,0.5,131.27
CA-2025-10387,2024-09-30,2024-10-02,Second Class,CUST-265,Jacob Butler,Corporate,United States,Duranview,Virginia,South,Electronics,Audio,Audio - Model Institution,28.26,7,0.2,5.89
CA-2025-10388,2025-02-06,2025-02-10,Second Class,CUST-214,Donald Gonzalez,Consumer,United States,South Ian,Virginia,East,Electronics,Smartphones,Smartphones - Model Drop,783.49,8,0.0,321.77
CA-2025-10389,2025-10-10,2025-10-12,First Class,CUST-258,Crystal Aguilar,Home Office,United States,Thomasbury,South Dakota,Central,Electronics,Smartphones,Smartphones - Model Star,139.69,5,0.3,35.91
CA-2025-10390,2024-12-23,2024-12-26,First Class,CUST-250,Rebecca Ruiz,Home Office,United States,North Christopherborough,California,East,Office Supplies,Storage,Storage - Model Here,1269.23,3,0.3,183.09
CA-2025-10391,2023-09-25,2023-09-30,Second Class,CUST-282,Micheal Brown,Consumer,United States,Ruizmouth,Kentucky,West,Electronics,Smartphones,Smartphones - Model Heavy,1163.18,9,0.5,187.84
CA-2025-10392,2023-03-04,2023-03-06,Same Day,CUST-285,Brianna Charles,Consumer,United States,Larryfurt,Montana,East,Furniture,Bookcases,Bookcases - Model Story,110.9,6,0.5,12.32
CA-2025-10393,2024-03-17,2024-03-21,Same Day,CUST-229,Matthew Cooper,Corporate,United States,Davischester,Maryland,East,Furniture,Bookcases,Bookcases - Model Guess,133.54,9,0.2,16.97
